system,C,T,baseline_eer,model_eer,d_eer,baseline_auc,model_auc,d_auc,d_bal_acc,d_acc,eer_improved,auc_corroborated
SoulX-Podcast,-10.93597,2.76337,0.3333333333333337,0.3667400881052401,0.03340675477190641,0.6994309838472834,0.6794542339696523,-0.019976749877631095,-0.05604503181595699,-0.05652173913043479,False,False
Edge-TTS,-10.92675,2.75393,0.2059471365635573,0.24184206232679015,0.03589492576323286,0.8947626040137053,0.8375754609234786,-0.057187143090226766,-0.05227198564202973,-0.030897855325336177,False,False
Index-TTS-2.0,-11.02141,2.74238,0.428414096917327,0.4691629955946129,0.04074889867728587,0.6142135268204197,0.5647836227001813,-0.0494299041202384,-0.03018916817828443,0.054054054054053946,False,False
Openaudio-S1-Mini,-10.82325,2.85961,0.3999999999999531,0.4475183553596614,0.047518355359708275,0.6790748898678415,0.5796769456681351,-0.09939794419970638,-0.048098384728340604,-0.1314755269739193,False,False
kokoro,-11.13242,2.85862,0.1321585903070981,0.17994048999118717,0.04778189968408908,0.9556573150939022,0.9097882371126054,-0.0458690779812968,-0.05457338279619739,0.02768788205681416,False,False
OuteTTS,-10.98285,2.79802,0.3931718061669267,0.441796822854211,0.048625016687284306,0.6662995594713657,0.6133693765852356,-0.05293018288613005,-0.012731945000667544,0.2060931899641577,False,False
Kani-TTS-370M,-11.07769,2.78509,0.2202643171806545,0.2727272727272882,0.05246295554663369,0.8433119743692431,0.8094713656387665,-0.03384060873047656,-0.028067013749833225,-0.11461733768589055,False,False
parler_tts_mini_v0.1,-10.93578,2.702,0.1057268722460944,0.15897901010648596,0.05325213786039157,0.9282845296708992,0.9125421093547551,-0.015742420316144146,-0.0602055800293686,-0.11819819819819821,False,False
e2-tts,-10.92617,2.76124,0.3711453744483705,0.4262114537439374,0.055066079295566894,0.7031938325991189,0.6167859765051396,-0.08640785609397938,-0.0317088839941263,0.038239538239538184,False,False
Ringg Squirrel TTS v1.0,-11.25993,2.75387,0.0881057268712717,0.1481481481481707,0.060042421276899,0.9727116984826236,0.9340634687550987,-0.03864822972752491,-0.04574563550334465,-0.0007199424046075986,False,False
Kitten-TTS-Nano-0.2,-11.13214,2.69919,0.0625,0.1250000000001977,0.0625000000001977,0.973430616740088,0.9612931350954478,-0.012137481644640236,-0.036022393538913344,-0.010461760461760616,False,False
Llasa-8B,-11.13795,2.7481,0.2621145374438587,0.32599118942712996,0.06387665198327125,0.7773494860499266,0.7078030673845652,-0.06954641866536138,-0.047438407570566166,-0.0752339812814975,False,False
parler_tts_large_v1,-10.88228,2.72001,0.1046255506613693,0.17275015733189514,0.06812460667052583,0.953508495909377,0.9125498216907909,-0.04095867421858612,-0.06888504300398579,-0.020245842371655942,False,False
Higgs-Audio-V2,-11.109,2.80124,0.4347826086956909,0.5072463768116905,0.07246376811599958,0.6046734342080062,0.49340803166698594,-0.1112654025410203,-0.0640921279448381,0.08163265306122436,False,False
Metavoice-1B,-11.26542,2.78059,0.2857142857140903,0.360656597440586,0.07494231172649568,0.776431718061674,0.7003618628067967,-0.0760698552548773,-0.056796727501573385,-0.0195227765726681,False,False
Nari Dia2,-11.16706,2.70401,0.2819383259912535,0.35903083700515676,0.07709251101390324,0.7294753704445334,0.710185556000534,-0.019289814443999354,-0.00894406621278876,-0.19513964454116794,False,False
sesame_csm,-10.80728,2.79118,0.2830396475764219,0.36292782107762617,0.07988817350120425,0.800152490681125,0.7125268270642721,-0.08762566361685298,-0.06905851123912776,-0.011581614187477385,False,False
NeuTTS-Air,-11.09782,2.80331,0.25,0.334801762114902,0.08480176211490198,0.7926762114537446,0.7226734581497797,-0.07000275330396488,-0.07383443465491912,-0.0043290043290045155,False,False
Voxtream,-10.93791,2.77738,0.3270925110123337,0.41613640071824937,0.08904388970591565,0.7098017621145374,0.6302414749551314,-0.079560287159406,-0.060593082068852944,-0.154427645788337,False,False
suno_bark-small,-10.97017,2.74983,0.2147577092521519,0.3070589469259181,0.09230123767376622,0.8414096916299559,0.796019509125236,-0.045390182504719934,-0.09340255926159002,0.000723065798987732,False,False
Chatterbox,-11.13056,2.82544,0.285714285714382,0.3809523809523383,0.09523809523795629,0.7168030207677785,0.6535556954059157,-0.06324732536186273,-0.06196245017830915,-0.21438900939985528,False,False
f5-tts,-10.75229,2.70689,0.3898678414094841,0.4857907920873319,0.09592295067784778,0.6410987302409951,0.5597736892113673,-0.08132504102962779,-0.028159281333678843,-0.3574774774774775,False,False
Llasa-1B-Multilingual,-11.06328,2.67872,0.1574889867839805,0.2634911894266135,0.10600220264263299,0.92903359030837,0.8392988252569751,-0.08973476505139488,-0.09549375917768,-0.04689754689754699,False,False
vixTTS,-11.27667,2.78681,0.2257709251091819,0.3361784140971175,0.11040748898793562,0.8531112334801761,0.730290932452276,-0.12282030102790009,-0.08939060205580018,-0.09523809523809534,False,False
FishTTS,-11.17461,2.7008,0.2666666666666666,0.383039647577294,0.11637298091062737,0.8086637298091043,0.6652227116984827,-0.1434410181106216,-0.11336270190895748,-0.15854098952690499,False,False
optispeech,-11.08127,2.75023,0.0737885462561879,0.19514369624428363,0.12135514998809573,0.9431246066708622,0.9028739249003567,-0.0402506817705055,-0.07609607719739886,-0.08062183658712951,False,False
MatchaTTS,-11.11983,2.76045,0.1000000000000026,0.23296622613799348,0.13296622613799086,0.9284140969162996,0.8748898678414098,-0.05352422907488985,-0.0758076358296621,-0.14996368917937541,False,False
Step-Audio-EditX,-11.19811,2.72185,0.2015418502210192,0.33690428514202114,0.13536243492100195,0.841309571485783,0.7562408223201175,-0.08506874916566554,-0.07914497396876263,-0.03808487486398271,False,False
microsoft_speecht5_tts,-11.04778,2.79557,0.2500000000002551,0.3888888888889863,0.13888888888873124,0.7678964757709251,0.6748959862946649,-0.09300048947626027,-0.08828928046989715,-0.011956521739130532,False,False
ZipVoice,-10.86822,2.80332,0.3469162995605787,0.5244738130199668,0.17755751345938808,0.6422540381791483,0.4814916789035731,-0.1607623592755752,-0.08119187469407729,0.0561594202898551,False,False
